728	725	33820	2725	7725	8725	725
729	729	30676	2575	7473	8304	783
730	730	30580	2730	7573	8422	472
732	732	30580	2730	7582	8411	
733	733	30472	2143	7353	8400	471
734	734	30472	2832	7353	8305	471
738	738	30738	2738	7739	8504	469
739	739	30739	2948	7746	8502	738
				
740	740	30741	2740	7054	8940	739
741	741	30741	2741	7740	8941	741
742	742	30742	2742	7436	8742	742
743	743	30726	2155	7055	8725	743
744	744	30744	2727	7727	8026	744
745	745	30745	2745	7745	8748	745
746	746	30746	2746	ECRU	ECRU	746
747	747	30828	2599	7298	8210	828
754	754	30754	2759	7122	8164	758
758	758	2758	7123	8164	758	
760	760	30754	2105	7760	8223	760
761	761	30776	2104	7761	8224	761
762	762	30762	2415	7069	8509	762
772	369	30955	2472	7772	8871	472
775	775	30828	2933	7587	8800	775
777	815	30814	2815	7139	8101	815
778	778	30818	2223	7221	8225	225
779	801	30898	2167	7801	8838	801
780	780	2765	7780	8324	435	
782	782	30976	2782	7783	8303	782
783	783	30726	2783	7473	8313	783
791	791	30824	2820	7796	8720	792
792	792	30824	2797	7797	8720	792
793	793	30322	2798	7019	8798	793
794	794	33325	2799	7018	8799	794
796	796	30820	2820	7319	8720	796
797	797	30797	2797	7030	8720	797
798	798	30798	2122	7029	8899	798
799	799	30799	2798	7798	8798	799
800	800	30800	2800	7800	8800	800
801	801	30434	2801	7801	8838	801
803	312	30824	2590	7034	8206	312
807	807	30813	2807	7813	8997	518
809	809	33325	2798	7798	8798	809
813	813	30813	2827	7802	8209	813
814	814	30814	2902	7139	8100	902
815	815	30326	2815	7110	8101	815
816	816	30498	2346	7108	8102	498
817	817	30321	2304	7107	8127	321
818	818	30818	2818	7132	8818	818
819	819	30818	2166	7191	8818	819
820	820	30820	2820	7796	8720	820
822	822	30712	7371	8421	822	
823	823	30336	2823	7307	NAVY	823
824	824	30824	2824	7318	8206	312
825	825	30824	2825	7317	8207	322
826	826	30822	2826	7316	8208	334
827	827	33325	2594	7298	8209	827
828	828	30828	2828	7828	8210	828
829	829	30898	2154	7487	8323	801
830	830	30898	2829	7487	8323	433
831	830	30435	2830	7573	8304	434
832	832	30435	2831	7676	8324	435
833	832	30976	2833	7677	8304	436
834	834	30676	2833	7678	8305	437
				
838	838	30898	2839	7468	8838	898
839	839	30898	2840	7518	8839	801
840	840	30841	2841	7519	8840	840
841	841	30841	2841	7521	8841	841
842	842	30543	2842	7141	8842	842
844	844	33371	2468	7619	8500	310
869	869	30898	2152	7488	8306	433
890	890	30895	2890	7348	8415	500
891	891	30351	2106	7106	8135	892
892	892	30351	2892	7106	8135	892
893	893	30899	2892	7005	8134	893
894	894	30776	2104	7105	8133	894
895	895	30895	2319	7346	8415	895
898	898	30434	2801	7938	8306	898
899	899	30899	2107	7001	8816	899
900	900	30606	2900	7920	8128	900
902	902	30814	2902	7115	8100	3685
904	904	30702	2937	7344	8898	3345
905	905	30702	2905	7342	8897	702
906	906	30704	2906	7341	8955	702
907	907	30471	2907	7340	8871	471
909	909	30909	2909	7909	8898	909
910	910	30909	2911	7909	8898	911
911	911	30911	2911	7911	8897	911
912	912	30913	2912	7912	8904	912
913	913	30955	2912	7912	8955	954
915	915	30915	2916	7157	8212	3685
917	718	33607	2916	7157	8685	3607
918	918	30300	2919	7447	8104	919
919	919	30301	2921	7303	8104	919
920	920	30301	2922	7360	8176	920
921	921	30976	2156	7922	8176	921
922	922	30976	2156	7919	8175	721
924	924	30501	2924	7329	8409	930
926	926	30503	2926	7927	8407	932
927	927	30504	2928	7692	8426	775
928	928	30828	2128	7928	8427	775
930	930	30930	2929	7591	8930	930
931	931	30931	2931	7593	8931	931
932	932	30932	2932	7594	8932	932
934	934	30895	2511	7890	8404	895
935	935	30895	2936	7890	8403	895
936	936	30469	2511	7427	8403	3345
937	937	30469	2936	7044	8418	3346
938	938	30898	2938	7489	8306	938
939	939	30336	2238	7308	NAVY	823
943	943	33814	2956	7911	8897	943
945	945	30754	2759	7179	8514	945
946	946	30606	2900	7850	8908	946
947	947	30606	2946	7946	8908	947
948	948	30754	2166	7191	8515	948
950	950	30754	2950	7179	8111	50
951	951	30739	2157	7171	8739	950
954	954	30913	2912	7954	8955	954
955	955	30955	2954	7604	8567	955
				
956	956	30956	2899	7135	8817	893
957	957	30957	2776	7605	8816	894
958	959	30959	2956	7956	8407	958
959	959	30959	2957	7952	8426	959
961	961	30899	2899	7804	8817	335
962	962	30776	2107	7804	8816	899
963	963	30776	2818	7132	8818	818
964	959	30964	2952	7958	8427	964
966	966	30955	2369	7604	8427	504
967	353	30754	2353	7853	8139	353
970	971	30741	2947	7006	8940	740
972	972	30742	2742	7436	8742	742
973	973	30973	2444	7435	8026	743
975	975	30300	2400	7700	8300	300
976	976	30301	2766	7444	8845	435
977	977	30976	2159	7918	8846	436
986	986	30367	2986	7043	8414	367
987	987	30367	2561	7042	8406	320
988	988	30368	2906	7042	8406	368
989	989	30368	2563	7041	8369	368
991	991	30991	2134	7914	8897	943
992	992	33814	2957	7956	8955	959
993	993	30993	2952	7952	8567	964
995	995	30995	2995	7995	8993	995
996	996	30996	2996	7996	8996	996
3011	3011	30469	2141	7391	8422	469
3012	3012	30581	2012	7355	8411	471
3013	3013	30472	2013	7048	8420	472
3021	3021	30839	2468	7515	8309	310
3022	3022	30414	2609	7039	8204	3032
3023	3022	30415	2642	7331	8508	3782
3024	3024	30762	2644	7510	8509	3033
3031	938	33371	2938	7469	8306	938
3032	642	30841	2611	7413	8503	3032
3033	3033	30543	2644	7411	8502	3033
3041	3041	30211	2398	7266	2895	553
3042	3042	30211	2328	7264	2387	209
3045	3045	30739	2421	7421	8321	435
3046	3046	30738	2436	7503	8512	437
3047	3047	30435	2613	7579	8322	739
3051	3051	30469	2511	7427	8414	3345
3052	3052	30580	2393	7376	8413	3347
3053	3053	30581	2495	7424	8369	3348
3064	407	30754	2407	7166	8119	407
3072	3072	30762	2644	7067	8509	3033
3078	3078	30746	2745	7745	8748	745
3325	3325	33325	2828	7799	8799	3325
3326	3326	33776	2776	7132	8816	3326
3328	3328	30351	2354	7759	8135	3328
3340	351	30352	2351	7946	8129	351
3341	352	30352	2352	7852	8133	352
3345	3345	30895	2937	7344	8414	3345
3346	3346	30704	2470	7342	8413	3346
3347	3347	30471	2471	7341	8406	3347
3348	3348	30472	2472	7772	8369	3348
				
3350	3350	33350	2110	7138	8817	309
3354	3354	33733	2776	7202	8816	3326
3362	3345	30895	2856	7890	8417	3345
3363	3346	30367	2140	7427	8418	3346
3364	3347	30368	2347	7376	8419	3347
3371	3371	33371	2371	7535	8500	938
3607	603	30915	2916	7157	8155	3607
3608	604	33607	2719	7153	8153	3608
3609	605	33608	2111	7151	8151	3609
3685	3685	33685	2902	7212	8212	3685
3687	3687	33687	2572	7205	8212	3687
3688	3688	3687	2572	7204	8223	3688
3689	3689	33689	2574	7151	8151	3689
3705	891	30818	2106	7005	8135	892
3706	893	30351	2105	7105	8134	894
3708	894	30776	2104	7004	8133	894
3712	3328	30352	2356	7759	8134	3328
3713	818	30776	2818	7132	8818	3713
3716	963	33689	2776	7133	8816	3326
3721	221	30814	2327	7758	8221	223
3722	223	33733	2221	7217	8221	223
3726	315	33685	2315	7226	8122	223
3727	778	33689	2316	7251	8224	3689
3731	3731	30899	2572	7209	8817	335
3733	3354	33733	2572	7204	8816	899
3740	3041	30552	2398	7266	8122	552
3743	3743	30211	2753	7722	8397	211
3746	333	30552	2532	7243	8332	792
3747	341	30800	2118	7031	8331	794
3750	930	30930	2929	7297	8206	930
3752	3753	30932	2828	7594	8800	775
3753	3753	30828	2933	7027	8800	775
3755	3325	30813	2827	7035	8799	3325
3756	775	30828	2800	7027	8211	3756
3760	518	30813	2826	7304	8208	518
3761	519	30828	2828	7828	8210	828
3765	806	30931	2595	7650	8208	517
3766	807	30964	2597	7597	8210	519
3768	926	30931	2926	7294	8203	930
3770	951	30739	2157	7170	8515	978
3771	758	30754	2923	7144	8164	758
3772	407	30300	2632	7632	8107	632
3774	948	30739	2950	7543	8118	948
3776	301	30976	2922	7444	8176	301
3777	355	30498	2354	7127	8114	815
3778	356	30352	2922	7356	8166	301
3779	754	30754	2759	7164	8164	758
3781	839	30839	2610	7489	8306	840
3782	841	30841	2611	7413	8504	3782
3787	645	33371	2468	7391	8309	414
3790	840	30839	2610	7518	8307	840
3799	413	30310	2413	7624	8713	414
3801	3801	30351	2106	7106	8135	892
3802	902	33685	2375	7115	8123	3685
3803	3685	33685	2570	7212	8212	3685
					
3804	602	30601	2718	7600	8685	601
3805	603	30602	2109	7603	8155	602
3806	604	30603	2107	7804	8153	603
3807	793	30798	2797	7030	8332	793
3808	991	30930	2131	7296	8201	517
3809	3814	30931	2595	7595	8202	518
3810	992	30932	2807	7597	8208	519
3811	747	30964	2599	7599	8210	828
3812	943	30943	2134	7956	8897	943
3813	504	30504	2136	7604	8426	504
3814	991	33814	2956	7914	8897	943
3815	992	30993	2502	7956	8898	562
3816	993	30993	2502	7542	8407	562
3817	503	30955	7604	8426	563	
3818	699	30909	2504	7914	8898	909
3819	472	30472	2142	7584	8420	472
3820	725	30820	2725	7504	8725	783
3821	726	30726	2575	7472	8027	725
3822	744	30744	2726	7078	8748	727
3823	746	30746	2746	7746	8328	746
3824	352	30352	2352	7852	8132	352
3825	402	30676	2160	7009	8173	722
3826	976	30301	2836	7401	8301	301
3827	977	30676	2159	7918	8846	436
3828	422	30738	2421	7423	8304	436
3829	729	30976	2151	7421	8324	782
3830	355	30498	2354	7356	8168	919
3831	326	30326	2326	7640	8817	309
3832	335	30899	2309	7135	8817	335
3833	899	30776	2899	7001	8133	899
3834	327	30550	2394	7255	8136	552
3835	553	30553	2395	7255	8123	553
3836	554	30554	2396	7014	8122	554
3837	208	30552	2227	7895	8895	552
3838	792	30798	2797	7029	8899	792
3839	793	30799	2122	7798	8798	793
3840	794	30800	2798	7028	8799	794
3841	775	30828	2828	7298	8210	775
3842	517	30813	2825	7650	8207	517
3843	995	30995	2995	7995	8993	995
3844	995	30996	2995	7038	8995	995
3845	996	30995	2996	7037	8996	996
3846	996	30996	2996	7036	8997	996
3847	991	30991	2132	7596	8408	943
3848	992	33814	2133	7861	8407	958
3849	993	30993	2597	7598	8426	959
3850	943	30943	2956	7914	8897	943
3851	959	30959	2957	7912	8897	959
3852	783	30972	2725	7473	8324	783
3853	402	30976	2156	7919	8175	743
3854	742	30676	2160	7173	8173	742
3855	744	30745	2743	7055	8026	741
3856	945	30738	2158	7917	8514	945
3857	632	30300	2167	7169	8114	300
3858	632	30300	2632	7165	8168	632
